date,chain,tracking_code,volume,volume_7dma,volume_30dma,fees,OI,dauu,tuu,version
2023-12-31,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-31,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-31,base,SYNTHETIX_SDK,0.0,0.0,0.46,0.0,0.0,0,1,
2023-12-31,base,T,0.0,0.0,0.27,0.0,23.06,0,1,
2023-12-31,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-31,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-31,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2023-12-31,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-01,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-01,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-01,base,T,0.0,0.0,0.27,0.0,23.06,0,1,
2024-01-01,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-01,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-01,base,SYNTHETIX_SDK,0.0,0.0,0.46,0.0,0.0,0,1,
2024-01-01,base,KWENTA,0.0,1.76,7.21,0.0,208.39,0,4,
2024-01-01,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-01,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-01,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-02,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-02,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-02,base,T,0.0,0.0,0.27,0.0,23.06,0,1,
2024-01-02,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-02,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-02,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-02,base,SYNTHETIX_SDK,0.0,0.0,0.46,0.0,0.0,0,1,
2024-01-02,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-02,base,KWENTA,0.0,1.47,7.21,0.0,208.39,0,4,
2024-01-02,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,KWENTA,236.7,1.28,7.28,1.88,208.39,1,5,
2024-01-03,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-03,base,SYNTHETIX_SDK,0.0,0.0,0.46,0.0,0.0,0,1,
2024-01-03,base,T,0.0,0.0,0.27,0.0,23.06,0,1,
2024-01-04,base,DHEDGE,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-04,base,KWENTA,6356.56,3.44,7.85,17.06,208.39,3,7,
2024-01-04,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-04,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-04,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-04,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-04,base,T,0.0,0.0,0.27,0.0,23.06,0,1,
2024-01-04,base,SYNTHETIX_SDK,0.0,0.0,0.46,0.0,0.0,0,1,
2024-01-04,base,polynomial,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-04,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-05,base,TRACKING,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-05,base,x,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-05,base,w,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-05,base,CyberDEX,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-05,base,polynomial,599.11,1.48,0.34,10.33,0.0,2,2,
2024-01-05,base,FundingBot,0.0,0.0,0.0,0.0,0.0,0,0,
2024-01-05,base,SYNTHETIX_SDK,0.0,0.0,0.46,0.0,0.0,0,1,
